,datetime,Incident Category,Longitude,Latitude,date,year,hour,dayOfWeek,TimeOfDay,IsWeekend,IsHoliday,month,day,IsSchoolDay
64468,2023-08-02 00:39:00,Drug Offense,-122.40948148898308,37.77545100451973,2023-08-02,2023,0,Wednesday,Rest,False,False,8,31,True
66585,2023-06-26 22:00:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2023-06-26,2023,22,Monday,Rest,False,False,6,30,False
66595,2023-06-26 22:00:00,Motor Vehicle Theft,-122.4005030970072,37.78745049797145,2023-06-26,2023,22,Monday,Rest,False,False,6,30,False
66835,2023-08-09 06:35:00,Burglary,-122.4511633003519,37.77424873347629,2023-08-09,2023,6,Wednesday,Rest,False,False,8,31,True
71158,2023-07-28 00:00:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2023-07-28,2023,0,Friday,Rest,False,False,7,31,False
72928,2023-08-01 18:30:00,Larceny Theft,-122.40104304688674,37.78788961267684,2023-08-01,2023,18,Tuesday,Dinner,False,False,8,31,True
74553,2023-08-26 23:34:00,Missing Person,-122.40080859571334,37.78769894626064,2023-08-26,2023,23,Saturday,Rest,True,False,8,31,True
75893,2020-01-01 00:00:00,Embezzlement,-122.4323845430984,37.79004420222155,2020-01-01,2020,0,Wednesday,Rest,False,True,1,31,True
76790,2023-08-28 10:13:00,Miscellaneous Investigation,-122.40080859571334,37.78769894626064,2023-08-28,2023,10,Monday,Morning Class,False,False,8,31,True
80174,2023-09-05 10:03:00,Fraud,-122.40080859571334,37.78769894626064,2023-09-05,2023,10,Tuesday,Morning Class,False,False,9,30,True
81033,2023-09-13 20:40:00,Robbery,-122.40948148898308,37.77545100451973,2023-09-13,2023,20,Wednesday,Dinner,False,False,9,30,True
81333,2023-08-17 13:04:00,Larceny Theft,-122.39856429383492,37.78898117261747,2023-08-17,2023,13,Thursday,Lunch,False,False,8,31,True
81440,2023-03-15 00:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2023-03-15,2023,0,Wednesday,Rest,False,False,3,31,True
81536,2023-09-13 21:14:00,Burglary,-122.40080859571334,37.78769894626064,2023-09-13,2023,21,Wednesday,Rest,False,False,9,30,True
84320,2023-09-20 20:45:00,Larceny Theft,-122.4511633003519,37.77424873347629,2023-09-20,2023,20,Wednesday,Dinner,False,False,9,30,True
93451,2023-01-21 15:22:00,Larceny Theft,-122.40948148898308,37.77545100451973,2023-01-21,2023,15,Saturday,Afternoon Class,True,False,1,31,True
95296,2021-08-31 16:11:00,Weapons Carrying Etc,-122.4511633003519,37.77424873347629,2021-08-31,2021,16,Tuesday,Afternoon Class,False,False,8,31,True
95841,2023-03-13 03:14:00,Burglary,-122.40948148898308,37.77545100451973,2023-03-13,2023,3,Monday,Rest,False,False,3,31,True
97125,2021-06-21 17:20:00,Fraud,-122.40104304688674,37.78788961267684,2021-06-21,2021,17,Monday,Dinner,False,False,6,30,False
102678,2023-03-13 08:36:00,Recovered Vehicle,-122.40948148898308,37.77545100451973,2023-03-13,2023,8,Monday,Morning Class,False,False,3,31,True
103820,2020-11-17 03:40:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,3,Tuesday,Rest,False,False,11,30,True
106083,2021-06-24 10:30:00,Drug Offense,-122.4323845430984,37.79004420222155,2021-06-24,2021,10,Thursday,Morning Class,False,False,6,30,False
107254,2021-06-26 00:00:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2021-06-26,2021,0,Saturday,Rest,True,False,6,30,False
107650,2021-12-01 01:45:00,Robbery,-122.40080859571334,37.78769894626064,2021-12-01,2021,1,Wednesday,Rest,False,False,12,31,False
111633,2021-08-26 00:00:00,Assault,-122.40948148898308,37.77545100451973,2021-08-26,2021,0,Thursday,Rest,False,False,8,31,True
111838,2019-05-11 06:00:00,Missing Person,-122.4511633003519,37.77424873347629,2019-05-11,2019,6,Saturday,Rest,True,False,5,31,False
112950,2020-11-17 03:40:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,3,Tuesday,Rest,False,False,11,30,True
113490,2021-07-26 12:30:00,Fraud,-122.4511633003519,37.77424873347629,2021-07-26,2021,12,Monday,Lunch,False,False,7,31,False
114721,2021-08-26 01:58:00,Non-Criminal,-122.40948148898308,37.77545100451973,2021-08-26,2021,1,Thursday,Rest,False,False,8,31,True
117094,2021-07-16 00:00:00,Lost Property,-122.4005030970072,37.78745049797145,2021-07-16,2021,0,Friday,Rest,False,False,7,31,False
117296,2021-02-02 00:00:00,Fraud,-122.4323845430984,37.79004420222155,2021-02-02,2021,0,Tuesday,Rest,False,False,2,28,True
117536,2021-10-11 17:00:00,Burglary,-122.4511633003519,37.77424873347629,2021-10-11,2021,17,Monday,Dinner,False,True,10,31,True
119946,2022-01-26 13:30:00,Larceny Theft,-122.40104304688674,37.78788961267684,2022-01-26,2022,13,Wednesday,Lunch,False,False,1,31,True
121519,2021-10-22 18:55:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-10-22,2021,18,Friday,Dinner,False,False,10,31,True
122288,2022-01-18 20:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-01-18,2022,20,Tuesday,Dinner,False,False,1,31,True
122444,2021-07-23 20:30:00,Larceny Theft,-122.39856429383492,37.78898117261747,2021-07-23,2021,20,Friday,Dinner,False,False,7,31,False
124050,2021-10-19 16:15:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-10-19,2021,16,Tuesday,Afternoon Class,False,False,10,31,True
124460,2021-06-22 16:40:00,Larceny Theft,-122.4511633003519,37.77424873347629,2021-06-22,2021,16,Tuesday,Afternoon Class,False,False,6,30,False
124670,2021-08-26 07:45:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2021-08-26,2021,7,Thursday,Morning Class,False,False,8,31,True
125036,2021-02-02 00:00:00,Larceny Theft,-122.4323845430984,37.79004420222155,2021-02-02,2021,0,Tuesday,Rest,False,False,2,28,True
125939,2021-06-24 10:30:00,Fraud,-122.4323845430984,37.79004420222155,2021-06-24,2021,10,Thursday,Morning Class,False,False,6,30,False
127228,2021-10-21 23:32:00,Missing Person,-122.4005030970072,37.78745049797145,2021-10-21,2021,23,Thursday,Rest,False,False,10,31,True
127369,2021-08-31 16:11:00,Weapons Carrying Etc,-122.4511633003519,37.77424873347629,2021-08-31,2021,16,Tuesday,Afternoon Class,False,False,8,31,True
129587,2021-06-27 20:30:00,Burglary,-122.40080859571334,37.78769894626064,2021-06-27,2021,20,Sunday,Dinner,True,False,6,30,False
131520,2021-10-14 19:15:00,Burglary,-122.40948148898308,37.77545100451973,2021-10-14,2021,19,Thursday,Dinner,False,False,10,31,True
132497,2021-07-03 12:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-07-03,2021,12,Saturday,Lunch,True,False,7,31,False
132955,2021-08-26 01:58:00,Suspicious Occ,-122.40948148898308,37.77545100451973,2021-08-26,2021,1,Thursday,Rest,False,False,8,31,True
134031,2021-07-20 19:45:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2021-07-20,2021,19,Tuesday,Dinner,False,False,7,31,False
135658,2021-10-22 11:00:00,Motor Vehicle Theft,-122.40104304688674,37.78788961267684,2021-10-22,2021,11,Friday,Lunch,False,False,10,31,True
136192,2021-10-12 04:42:00,Burglary,-122.40104304688674,37.78788961267684,2021-10-12,2021,4,Tuesday,Rest,False,False,10,31,True
136483,2021-07-16 00:00:00,Suspicious Occ,-122.4005030970072,37.78745049797145,2021-07-16,2021,0,Friday,Rest,False,False,7,31,False
136600,2021-10-11 05:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-10-11,2021,5,Monday,Rest,False,True,10,31,True
136626,2021-09-22 02:25:00,Non-Criminal,-122.4005030970072,37.78745049797145,2021-09-22,2021,2,Wednesday,Rest,False,False,9,30,True
137475,2021-08-23 15:00:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2021-08-23,2021,15,Monday,Afternoon Class,False,False,8,31,True
138130,2021-07-09 08:00:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2021-07-09,2021,8,Friday,Morning Class,False,False,7,31,False
138643,2021-12-01 01:45:00,Offences Against The Family And Children,-122.40080859571334,37.78769894626064,2021-12-01,2021,1,Wednesday,Rest,False,False,12,31,False
138889,2021-12-07 19:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-12-07,2021,19,Tuesday,Dinner,False,False,12,31,False
139319,2021-10-19 16:10:00,Burglary,-122.40104304688674,37.78788961267684,2021-10-19,2021,16,Tuesday,Afternoon Class,False,False,10,31,True
140654,2021-11-06 02:14:00,Traffic Violation,-122.39856429383492,37.78898117261747,2021-11-06,2021,2,Saturday,Rest,True,False,11,30,True
141355,2021-09-06 19:30:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-09-06,2021,19,Monday,Dinner,False,True,9,30,True
141367,2021-10-04 04:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2021-10-04,2021,4,Monday,Rest,False,False,10,31,True
141747,2021-09-29 09:00:00,Other Miscellaneous,-122.40080859571334,37.78769894626064,2021-09-29,2021,9,Wednesday,Morning Class,False,False,9,30,True
142434,2021-09-03 12:00:00,Fraud,-122.4323845430984,37.79004420222155,2021-09-03,2021,12,Friday,Lunch,False,False,9,30,True
142472,2021-04-20 00:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2021-04-20,2021,0,Tuesday,Rest,False,False,4,30,True
142955,2021-07-22 14:15:00,Larceny Theft,-122.40080859571334,37.78769894626064,2021-07-22,2021,14,Thursday,Afternoon Class,False,False,7,31,False
143204,2021-09-11 10:50:00,Recovered Vehicle,-122.4005030970072,37.78745049797145,2021-09-11,2021,10,Saturday,Morning Class,True,False,9,30,True
144826,2021-12-03 19:45:00,Larceny Theft,-122.39856429383492,37.78898117261747,2021-12-03,2021,19,Friday,Dinner,False,False,12,31,False
145995,2021-12-13 03:57:00,Case Closure,-122.40948148898308,37.77545100451973,2021-12-13,2021,3,Monday,Rest,False,False,12,31,False
146755,2021-10-29 18:00:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-10-29,2021,18,Friday,Dinner,False,False,10,31,True
147686,2021-12-09 12:00:00,Motor Vehicle Theft,-122.4323845430984,37.79004420222155,2021-12-09,2021,12,Thursday,Lunch,False,False,12,31,False
148183,2021-12-09 08:11:00,Larceny Theft,-122.40080859571334,37.78769894626064,2021-12-09,2021,8,Thursday,Morning Class,False,False,12,31,False
148804,2021-12-20 00:24:00,Assault,-122.40948148898308,37.77545100451973,2021-12-20,2021,0,Monday,Rest,False,False,12,31,False
148901,2021-12-09 08:11:00,Assault,-122.40080859571334,37.78769894626064,2021-12-09,2021,8,Thursday,Morning Class,False,False,12,31,False
152201,2021-11-06 02:14:00,Traffic Violation,-122.39856429383492,37.78898117261747,2021-11-06,2021,2,Saturday,Rest,True,False,11,30,True
154643,2022-01-27 06:15:00,Burglary,-122.40080859571334,37.78769894626064,2022-01-27,2022,6,Thursday,Rest,False,False,1,31,True
155004,2021-12-07 08:50:00,Larceny Theft,-122.39856429383492,37.78898117261747,2021-12-07,2021,8,Tuesday,Morning Class,False,False,12,31,False
157127,2021-08-20 11:59:00,Larceny Theft,-122.39856429383492,37.78898117261747,2021-08-20,2021,11,Friday,Lunch,False,False,8,31,True
159895,2021-06-19 00:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-06-19,2021,0,Saturday,Rest,True,True,6,30,False
161207,2021-12-10 07:25:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2021-12-10,2021,7,Friday,Morning Class,False,False,12,31,False
163868,2021-07-28 02:00:00,Burglary,-122.40948148898308,37.77545100451973,2021-07-28,2021,2,Wednesday,Rest,False,False,7,31,False
163875,2022-01-09 07:46:00,Non-Criminal,-122.40104304688674,37.78788961267684,2022-01-09,2022,7,Sunday,Morning Class,True,False,1,31,True
164122,2021-11-05 16:57:00,Traffic Violation,-122.39856429383492,37.78898117261747,2021-11-05,2021,16,Friday,Afternoon Class,False,False,11,30,True
164476,2022-02-05 17:01:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2022-02-05,2022,17,Saturday,Dinner,True,False,2,28,True
165867,2021-09-29 09:00:00,Larceny Theft,-122.40080859571334,37.78769894626064,2021-09-29,2021,9,Wednesday,Morning Class,False,False,9,30,True
166564,2021-12-13 03:57:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2021-12-13,2021,3,Monday,Rest,False,False,12,31,False
168903,2021-10-22 18:55:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-10-22,2021,18,Friday,Dinner,False,False,10,31,True
169293,2021-11-05 16:57:00,Other Miscellaneous,-122.39856429383492,37.78898117261747,2021-11-05,2021,16,Friday,Afternoon Class,False,False,11,30,True
169331,2021-11-09 09:56:00,Non-Criminal,-122.4511633003519,37.77424873347629,2021-11-09,2021,9,Tuesday,Morning Class,False,False,11,30,True
169793,2021-12-13 10:14:00,Offences Against The Family And Children,-122.39856429383492,37.78898117261747,2021-12-13,2021,10,Monday,Morning Class,False,False,12,31,False
170826,2021-11-05 16:57:00,Other Miscellaneous,-122.39856429383492,37.78898117261747,2021-11-05,2021,16,Friday,Afternoon Class,False,False,11,30,True
170852,2021-10-15 07:57:00,Larceny Theft,-122.40080859571334,37.78769894626064,2021-10-15,2021,7,Friday,Morning Class,False,False,10,31,True
172292,2021-12-13 04:08:00,Burglary,-122.40948148898308,37.77545100451973,2021-12-13,2021,4,Monday,Rest,False,False,12,31,False
175499,2022-02-02 19:05:00,Recovered Vehicle,-122.4005030970072,37.78745049797145,2022-02-02,2022,19,Wednesday,Dinner,False,False,2,28,True
176958,2021-12-13 03:57:00,Burglary,-122.40948148898308,37.77545100451973,2021-12-13,2021,3,Monday,Rest,False,False,12,31,False
179832,2022-01-03 10:00:00,Larceny Theft,-122.4323845430984,37.79004420222155,2022-01-03,2022,10,Monday,Morning Class,False,False,1,31,True
179915,2022-01-10 08:58:00,Arson,-122.4005030970072,37.78745049797145,2022-01-10,2022,8,Monday,Morning Class,False,False,1,31,True
180448,2021-11-12 09:14:00,Motor Vehicle Theft,-122.39856429383492,37.78898117261747,2021-11-12,2021,9,Friday,Morning Class,False,False,11,30,True
186072,2020-02-04 17:44:00,Disorderly Conduct,-122.39856429383492,37.78898117261747,2020-02-04,2020,17,Tuesday,Dinner,False,False,2,29,True
187595,2022-02-06 21:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-02-06,2022,21,Sunday,Rest,True,False,2,28,True
188460,2022-02-18 00:30:00,Burglary,-122.4511633003519,37.77424873347629,2022-02-18,2022,0,Friday,Rest,False,False,2,28,True
188738,2022-02-28 15:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2022-02-28,2022,15,Monday,Afternoon Class,False,False,2,28,True
189667,2022-02-06 19:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-02-06,2022,19,Sunday,Dinner,True,False,2,28,True
189927,2022-03-14 21:00:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2022-03-14,2022,21,Monday,Rest,False,False,3,31,True
190154,2022-02-17 08:00:00,Larceny Theft,-122.4323845430984,37.79004420222155,2022-02-17,2022,8,Thursday,Morning Class,False,False,2,28,True
190772,2022-01-05 20:15:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-01-05,2022,20,Wednesday,Dinner,False,False,1,31,True
191559,2022-03-30 17:00:00,Fraud,-122.4323845430984,37.79004420222155,2022-03-30,2022,17,Wednesday,Dinner,False,False,3,31,True
191764,2022-01-08 09:07:00,Other Miscellaneous,-122.4511633003519,37.77424873347629,2022-01-08,2022,9,Saturday,Morning Class,True,False,1,31,True
191812,2022-04-04 14:40:00,Assault,-122.39856429383492,37.78898117261747,2022-04-04,2022,14,Monday,Afternoon Class,False,False,4,30,True
192785,2022-05-18 21:50:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-05-18,2022,21,Wednesday,Rest,False,False,5,31,False
194663,2022-01-14 13:30:00,Other Miscellaneous,-122.40104304688674,37.78788961267684,2022-01-14,2022,13,Friday,Lunch,False,False,1,31,True
194940,2022-05-08 18:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-05-08,2022,18,Sunday,Dinner,True,False,5,31,False
196888,2022-02-17 08:00:00,Fraud,-122.4323845430984,37.79004420222155,2022-02-17,2022,8,Thursday,Morning Class,False,False,2,28,True
197492,2022-01-11 00:35:00,Burglary,-122.4005030970072,37.78745049797145,2022-01-11,2022,0,Tuesday,Rest,False,False,1,31,True
197752,2022-01-11 00:20:00,Burglary,-122.4005030970072,37.78745049797145,2022-01-11,2022,0,Tuesday,Rest,False,False,1,31,True
198107,2022-03-30 14:00:00,Offences Against The Family And Children,-122.39856429383492,37.78898117261747,2022-03-30,2022,14,Wednesday,Afternoon Class,False,False,3,31,True
198193,2021-11-12 23:30:00,Larceny Theft,-122.4511633003519,37.77424873347629,2021-11-12,2021,23,Friday,Rest,False,False,11,30,True
199478,2021-11-13 20:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-11-13,2021,20,Saturday,Dinner,True,False,11,30,True
201146,2022-02-15 09:05:00,Larceny Theft,-122.40080859571334,37.78769894626064,2022-02-15,2022,9,Tuesday,Morning Class,False,False,2,28,True
202962,2022-02-04 19:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-02-04,2022,19,Friday,Dinner,False,False,2,28,True
204121,2022-07-05 06:00:00,Larceny Theft,-122.40104304688674,37.78788961267684,2022-07-05,2022,6,Tuesday,Rest,False,False,7,31,False
204542,2022-03-12 03:31:00,Non-Criminal,-122.39856429383492,37.78898117261747,2022-03-12,2022,3,Saturday,Rest,True,False,3,31,True
205487,2022-07-09 16:00:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2022-07-09,2022,16,Saturday,Afternoon Class,True,False,7,31,False
207908,2022-03-25 15:00:00,Offences Against The Family And Children,-122.39856429383492,37.78898117261747,2022-03-25,2022,15,Friday,Afternoon Class,False,False,3,31,True
208990,2022-07-09 16:00:00,Stolen Property,-122.4005030970072,37.78745049797145,2022-07-09,2022,16,Saturday,Afternoon Class,True,False,7,31,False
210844,2022-04-01 15:00:00,Embezzlement,-122.4005030970072,37.78745049797145,2022-04-01,2022,15,Friday,Afternoon Class,False,False,4,30,True
213793,2022-05-31 12:30:00,Larceny Theft,-122.4323845430984,37.79004420222155,2022-05-31,2022,12,Tuesday,Lunch,False,False,5,31,False
215097,2022-04-25 20:10:00,Suspicious Occ,-122.39856429383492,37.78898117261747,2022-04-25,2022,20,Monday,Dinner,False,False,4,30,True
216067,2022-03-12 03:31:00,Other Miscellaneous,-122.39856429383492,37.78898117261747,2022-03-12,2022,3,Saturday,Rest,True,False,3,31,True
217471,2022-03-30 17:00:00,Fraud,-122.4323845430984,37.79004420222155,2022-03-30,2022,17,Wednesday,Dinner,False,False,3,31,True
218965,2022-05-12 01:32:00,Burglary,-122.39856429383492,37.78898117261747,2022-05-12,2022,1,Thursday,Rest,False,False,5,31,False
218997,2022-04-24 01:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2022-04-24,2022,1,Sunday,Rest,True,False,4,30,True
219431,2022-08-21 05:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-08-21,2022,5,Sunday,Rest,True,False,8,31,True
219640,2022-05-27 00:11:00,Assault,-122.40948148898308,37.77545100451973,2022-05-27,2022,0,Friday,Rest,False,False,5,31,False
221794,2022-03-28 18:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2022-03-28,2022,18,Monday,Dinner,False,False,3,31,True
222138,2022-08-25 19:52:00,Suspicious Occ,-122.39856429383492,37.78898117261747,2022-08-25,2022,19,Thursday,Dinner,False,False,8,31,True
222452,2022-06-17 04:00:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2022-06-17,2022,4,Friday,Rest,False,False,6,30,False
